latitude,longitude,depth,mag,time
36.0111667,-120.5771667,3.48,1.17,1670797489270
78.6991,6.793,10,4,1670797192562
19.1366672515869,-155.497833251953,31.7600002288818,2.36999989,1670797081610
17.95,-67.0306666666667,6.38,1.94,1670797074190
67.4934,-149.4531,2,0.9,1670796483365
60.3004,-141.2735,0,1.1,1670795964895
33.954,-106.9129,8.596,3.3,1670795895664
65.4377,-148.2314,10.3,2.1,1670794682468
60.0358,-151.559,59.8,1.6,1670794413427
38.8395004,-122.822998,2.01,0.72,1670794346100
62.2336,-150.1268,14.8,1.1,1670793932576
61.0567,-152.2738,109.5,1.6,1670793694046
64.8518,-168.636,19.6,2.5,1670793413785
38.1822,-117.8737,8.9,2.6,1670792913394
65.0896,-146.7987,0,1.2,1670792904886
33.6746667,-116.725,14.65,0.76,1670792775250
58.1783333333333,-155.311833333333,2.03,0.09,1670792541890
-4.8007,-80.5332,52.154,4.4,1670792406723
34.0461667,-116.6996667,11.31,1.19,1670792369910
34.047,-116.7003333,11.19,1.69,1670792336800
64.9799,-164.4204,15.8,3.8,1670792201998
58.1763333333333,-155.323666666667,1.21,0.26,1670792058660
38.787,-122.7498333,-0.26,1.29,1670791755680
38.7873333,-122.7486667,0.43,0.38,1670790992930
38.7885,-122.7503333,0.18,1.53,1670790899520
11.7042,142.5543,10,4.3,1670790588930
39.4407,142.012,54.073,4.6,1670790565978
53.388,-167.1849,104.5,2.2,1670790171397
38.7885017,-122.7661667,2.11,1.07,1670790048800
61.3695,-152.199,3.36,-0.54,1670789427200
60.3947,-153.7839,195.3,2.3,1670789026859
52.5824,-164.9928,1.7,2.4,1670788279366
65.361,-166.7746,20.7,2.2,1670788080617
17.9421666666667,-66.8423333333333,12.57,2.58,1670788074900
52.613,-166.9234,10,4.1,1670787920300
34.1695,-117.4353333,10.3,1.62,1670787838350
58.1806666666667,-155.275666666667,2.32,0.44,1670787629400
66.802,-146.4727,10.9,0.9,1670787198010
35.25183333,-98.02916667,5.88,1.92,1670787153810
17.9493333333333,-66.7023333333333,6.14,2.59,1670786851520
62.1975,-150.1162,5.4,1.3,1670786399905
65.826,-171.0716,10,2.6,1670786200359
36.4645,-98.75333333,8.56,0.92,1670785544359
52.0028333333333,-176.048666666667,4.74,1.09,1670785503800
17.9898333333333,-66.8363333333333,17.62,2.07,1670784647850
36.0196667,-117.8185,1.54,2.39,1670784380050
44.7833333,-110.8066667,5.35,0.7,1670784272100
38.7886658,-122.7666702,2.1,1.05,1670784102540
58.1913333333333,-155.317,2.64,0.5,1670783961750
32.79,-116.6445,17.08,1.13,1670783933270
19.1596660614014,-155.481994628906,28.2600002288818,2.04999995,1670783571780
-21.1936,-178.8922,610.341,5,1670783490555
54.3923,-161.5143,13.6,2.1,1670783235764
52.4318,177.2348,10,3.1,1670782972415
65.3845,-162.5212,8,1.5,1670782691767
59.6642,-151.2792,40.2,1.8,1670782598172
62.2252,-150.0618,13.3,1,1670782109001
15.1791,-92.9791,75.021,4.2,1670781936536
62.181,-150.0948,3.7,1.3,1670781851050
62.1784,-150.0804,3,1.8,1670781713101
58.2486666666667,-155.0525,3.13,0.27,1670781107470
40.5939,111.1056,10,4.6,1670781062869
38.7851677,-122.732666,2.02,1.07,1670780461840
41.8818333,-111.9333333,9.46,1.64,1670779923270
38.8168335,-122.7973328,2.47,0.28,1670779912290
38.802166,-122.7741699,1.07,0.72,1670779687940
19.3365,-155.124833333333,4.82,2.46,1670779393190
44.1842,-129.3204,10,4.2,1670779182803
38.8003333,-122.7715,1.26,1.12,1670778970280
-60.2465,-27.1186,35,4.9,1670778939658
66.0158,-148.1304,16.4,2,1670778689866
51.5361,-176.3755,36.1,1.6,1670778544996
61.1526666666667,-152.4515,3.92,0.06,1670778531870
37.2626667,-121.6368333,6.13,1.61,1670778430020
42.1155,-112.3028333,0.21,1.53,1670778171990
17.9483333333333,-66.9515,12.35,1.65,1670778061610
19.1403331756592,-155.372329711914,30.3700008392334,2.01999998,1670777997470
60.5792,-151.0534,7.4,1.4,1670777678042
62.3251,-149.2977,5.7,1.1,1670777649320
51.8611666666667,-178.008166666667,2.92,0.76,1670777630710
65.3502,-144.7592,13.5,1,1670777558899
62.2924,-151.868,100.4,1.8,1670777239648
51.8708333333333,-178.024666666667,-1.8,1.06,1670777130700
61.738,-149.8028,39.6,1.1,1670776318434
62.2206,-150.0836,9.9,0.9,1670776262884
-26.5,27.7504,10,4.4,1670775640047
61.2531,-146.7171,3.7,1.4,1670775544986
58.1868333333333,-155.2925,1.95,0.72,1670775206220
-9.0027,111.3794,69.711,4.5,1670775190099
45.2301,-73.8857,10,1.6,1670775076098
39.3626667,-123.2828333,5.23,1.85,1670774896260
-15.0231,-173.2709,10,4.4,1670774562089
62.0336,-155.3222,20.8,1.5,1670774371306
31.67640084,-104.4931664,6.131567383,2.3,1670774080239
31.6805291,-104.4942845,7.776879883,2.3,1670774080190
61.2476666666667,-152.1985,21,-0.35,1670773652910
60.9507,-147.7488,7.1,1.1,1670773597730
19.1865005493164,-155.500335693359,35.3499984741211,2.32,1670773510370
12.0395,143.8416,10,4.6,1670773338693
17.9781666666667,-66.9536666666667,10.14,1.61,1670772713300
38.8031667,-122.7715,0.15,1.14,1670772712150
61.6034,-151.5503,79.2,1.4,1670772677330
38.8543333,-122.7641667,3.86,0.14,1670772497090
38.7981667,-122.7495,1.08,0.21,1670772462990
57.1261,-156.3672,2.4,1.9,1670771419946
60.6818,-146.7212,18.5,1.4,1670771318852
57.2292,-154.8611,51.1,1.9,1670771123209
14.1262,-89.8676,191.93,5,1670770991208
38.8213348,-122.7798309,1.26,0.86,1670770787770
62.2091,-150.1362,14.1,1.2,1670770668040
72.6932,-95.8007,10,4.2,1670770429219
50.7331,-176.6321,86.2,2.4,1670770262584
58.2556666666667,-155.080166666667,4.73,0.49,1670770125480
62.4594,-151.4866,83.3,1.2,1670770028727
38.7663345,-122.7251663,2.63,1.17,1670769505210
61.3005,-152.268166666667,0.6,-0.67,1670769483080
59.3288,-152.8595,80.8,1.9,1670769432901
-31.6669,125.8601,10,4.6,1670769288664
17.2561,-100.4382,18,6,1670769089635
37.2335,-97.9531,10,3.2,1670768953408
60.1052,-152.5264,89.3,2,1670768685562
63.0198,-150.6198,106,1.2,1670767969477
31.0191,141.7972,10,4.9,1670767963601
51.3196,-177.0952,21.3,2,1670767503909
38.7873333,-122.746,1.47,0.92,1670767192970
2.275,129.3541,9.974,4.4,1670766942457
61.3193333333333,-152.253666666667,-2.2,1.25,1670766890770
61.2471,-149.9617,39.3,1.8,1670766871097
61.3093333333333,-152.2145,4.51,-0.5,1670766843530
31.60226412,-104.5432583,8.625244141,2,1670766002303
38.7858315,-122.7494965,0.2,1.06,1670765911480
18.0076666666667,-66.7691666666667,11.97,2.53,1670765857920
-23.5487,-179.8232,515.335,4.5,1670765663094
-31.4138,-177.4504,10,4.6,1670765384529
59.8723,-153.0315,122.1,1.9,1670764858184
62.2802,-150.9095,74.4,1.3,1670764852743
62.1927,-150.099,7.7,1.5,1670764413048
61.8951,-152.117,125,2.5,1670763947689
61.9329,-149.9691,58.9,1.2,1670763571286
47.54683333333333,-122.53216666666667,12.67,2.41,1670763466710
48.888666666666666,-122.71733333333333,22.27,1.47,1670762945520
19.1103324890137,-155.498840332031,30.8600006103516,2.24000001,1670762711620
19.1310005187988,-155.504501342773,34.2700004577637,2.1500001,1670762671850
41.7719,144.4932,10,4.7,1670762621946
19.5948333333333,-155.506,-2.75,1.85,1670762566750
37.6448333,-118.8468333,4.81,0.21,1670762021060
60.2783,-147.1651,19.8,1.2,1670761689267
65.876,-161.3522,12.7,1.5,1670760515082
33.1251667,-115.5928333,11.97,1.38,1670760205680
41.7616,144.3778,10,4.9,1670760197850
64.7224,-148.9005,20.1,0.8,1670760178118
61.5727,-150.5185,47.4,2.4,1670758927790
62.9334,-148.3383,13.3,0.7,1670758818896
-7.8452,104.24,10,4.5,1670758220629
54.4158,-159.9949,6.3,2.1,1670758084695
51.9522,-175.9517,168.3,2.4,1670757631362
61.1725,-152.309333333333,6.13,-0.12,1670757424150
63.4576,-149.5716,108.8,1.1,1670757151369
62.1962,-150.1036,19.8,0.9,1670756424203
18.648,-66.7385,13.84,3.26,1670756413380
61.9962,-155.3997,1.5,1.7,1670756300418
61.3591666666667,-152.3075,1.99,-0.47,1670754875910
51.1461,-178.2235,25.6,2.1,1670754795030
51.1143,-178.2132,25.5,2.1,1670754700096
19.3885,-155.307,0.73,0.55,1670753939640
38.8383333,-122.7936667,1.84,0.31,1670753737940
-52.5829,27.8346,10,4.9,1670753322627
52.8875,-167.3554,25.6,1.9,1670753309628
54.7368,-160.6406,25.6,2.1,1670753018103
62.2023,-150.0832,17.3,1.2,1670752939836
59.6672,-153.522,123,2.2,1670752677609
35.1195,-97.93616667,6.51,1.14,1670752517559
36.7551,71.1267,95.589,4.6,1670752418335
37.066,-112.4546667,5.61,1.85,1670752244760
37.2172,141.663,27.661,4.8,1670751998250
61.3366666666667,-152.342166666667,12.92,-0.5,1670751981330
62.1983,-150.2864,57.6,1.3,1670751832393
33.785,-116.9038333,13.22,0.96,1670751591560
51.785,-178.797,2.44,0.97,1670751005830
38.8155,-122.7905,1.45,0.18,1670750931440
62.1751,-150.0359,15,0.8,1670750018355
61.1951,-147.1966,0,1,1670749699516
19.2636,-64.7865,27,4.05,1670749661090
36.0153333,-121.0101667,10.09,1.58,1670749647480
35.8635,-117.6878333,8.05,2.02,1670749547040
38.8341675,-122.8171692,1.58,1.1,1670749321620
60.7351,-143.1084,13.9,1,1670749112391
60.1051,-153.1142,120.3,1.8,1670748568837
17.9516666666667,-66.9053333333333,11.35,2.46,1670748394930
62.947,-148.6147,11.4,0.9,1670748270014
38.8343333,-122.8091667,2.57,0.43,1670748252610
62.9204,-149.5281,71.5,1.4,1670748079796
62.1683,-150.5669,12.1,1,1670748009313
18.9735,145.0265,276.202,3.8,1670747683246
-17.4404,-178.3925,566.635,4,1670747343301
60.488,-142.9256,7.9,1,1670747088679
31.68124612,-104.3893094,6.697143555000001,2.3,1670746735670
17.962,-66.855,18.18,2.22,1670746662830
31.68128059,-104.3839261,6.131567383,3,1670746306458
33.7325,-117.0708333,16.66,0.73,1670746212860
38.839,-122.8283333,1.82,0.57,1670746119160
52.902,-168.2111,53.532,3.3,1670745980630
32.509,48.9717,10,4.7,1670745956959
54.1416666666667,-165.944666666667,4.83,0.03,1670745830990
61.1527,-146.925,0,1.1,1670745439480
58.7711,-137.8165,22.3,1.8,1670745332212
63.2518,-145.2001,13,0.9,1670745306543
53.3056,-166.9459,59.6,2.2,1670744626299
63.441,-148.5814,15.7,0.7,1670744338756
38.7581667,-122.7356667,1.02,0.2,1670744145860
38.7584991,-122.7366638,0.49,0.58,1670744129150
38.7583333,-122.7351667,1.07,0.66,1670744123550
17.914,-66.8498333333333,16.42,2.26,1670744003660
32.7753333,-115.8336667,7,1.4,1670743676580
65.3418,-144.8442,4.2,1.5,1670743370127
36.4073333,-120.9868333,10,2.11,1670743308770
62.9343,-149.652,77.2,1.4,1670743272286
51.824,-177.428666666667,1.34,1.49,1670742922550
35.24766667,-98.03166667,6.71,2.1,1670742758329
31.68770078,-104.3861365,6.337231444999999,2,1670742609721
31.68032006,-104.3903779,7.365551758,3.4,1670742367774
61.1284,-147.8289,0,0.8,1670742319543
38.770668,-122.7851639,4.36,0.93,1670742275860
60.721,-143.1274,10,1.3,1670742013212
62.1742,-150.1027,12.8,0.8,1670741535522
62.1797,-150.0663,13.7,1.6,1670741417256
62.5689,-151.249,88,1.3,1670741299684
60.7325,-143.1046,14.6,0.5,1670740841135
-58.7297,-25.4269,31.919,5.6,1670740821188
60.7312,-143.1145,14.2,0.7,1670740716891
60.0698,-153.1653,122,1.8,1670740680637
19.3888339996338,-155.278167724609,1.19000005722046,2.32,1670740309580
19.3853333333333,-155.279333333333,1.65,1.98,1670740309570
62.9848,-151.0266,0,1.4,1670739986254
19.2036,146.1256,118.352,4,1670739710034
38.8323333,-122.8135,1.57,0.24,1670739658590
61.3844,-150.2234,41.8,1.2,1670739638248
69.2272,-142.4293,26.3,1.5,1670739607649
62.184,-150.0753,13.2,1.1,1670739406263
17.938,-66.8531,15,1.98,1670739384240
19.1153333333333,-64.7686666666667,25.47,3.43,1670739361630
18.0211,-66.5043,5,1.56,1670739360900
38.8375015,-122.8128357,-0.77,0.86,1670739315200
38.8366661,-122.8078308,2.08,1.09,1670739237040
62.1728,-150.094,12,1.8,1670739127433
19.1598339080811,-155.458160400391,29.5300006866455,1.97000003,1670738902870
38.8375015,-122.8118362,1.86,0.62,1670738820790
60.1978,-151.7322,80.1,1.9,1670738747567
62.1813,-150.0918,8.9,2.5,1670738382957
32.9265,-115.523,7.9,1.36,1670737710250
52.3596,-169.1848,35,2.7,1670737395532
38.787,-122.7201667,0.7,1.4,1670737135480
38.7848333,-122.7241667,0.56,2.08,1670737125700
54.7221,-160.5739,25.6,2.1,1670737109235
36.45,-98.765,8.71,0.82,1670736865530
38.1794,-117.8785,9.3,0.9,1670736099415
62.7676,-149.0789,64.4,1,1670735306412
56.8658333333333,-158.062,5.43,0.06,1670735126600
60.3793,-151.6917,63.2,1.5,1670734933550
61.1231,-150.0335,44.3,1.3,1670734818616
58.1646666666667,-155.373333333333,0.64,-0.45,1670734297850
58.1645,-155.373166666667,1.63,-0.2,1670734288470
39.2161667,-111.977,5.86,1.79,1670733964080
33.4918333,-116.7875,6.79,0.34,1670733946680
60.1452,-145.0606,13.5,1.3,1670733650229
52.2195,-174.172833333333,10.01,1.19,1670733305220
60.2013,-150.22,57.6,2.3,1670733291359
61.4127,-145.9486,31.9,1.1,1670732898459
38.8128319,-122.7808304,1.26,1.08,1670732752930
44.7641667,-110.8736667,0.77,0.09,1670732335000
38.8050003,-122.7788315,2.19,0.77,1670732244130
38.804,-122.7765,2.04,2.17,1670732133900
19.1718330383301,-155.475662231445,34.3199996948242,1.95000005,1670732072680
19.4508,-65.591,10,3.51,1670732025510
61.1407,-146.9219,0,1.1,1670731893974
63.0291,-148.1301,12.1,0.9,1670731537002
51.8526666666667,-178.046,-1.77,0.87,1670730931410
35.27666667,-98.03,6.29,1.52,1670730851509
51.8531666666667,-177.829833333333,2.47,0.55,1670730729590
61.5573,-146.4595,31.2,1.1,1670730539561
64.9333,-148.8672,18.5,0.8,1670730457415
61.318,-152.184666666667,0.66,-0.94,1670730296750
58.7176,-154.2003,87,1.6,1670730233458
42.1036667,-112.3165,3.93,1.82,1670730042140
63.3162,-145.331,10.8,1.2,1670729061685
58.1648333333333,-155.371666666667,1.68,0.18,1670729055450
51.2469,-175.7503,10,2.8,1670728676102
36.6716,71.0593,243.953,4.5,1670728433784
53.5751,-167.2752,76.2,2,1670728001132
57.653,-156.142666666667,1.46,1.59,1670727742860
62.2068,-151.4369,79.3,1.1,1670727674156
53.4449,-165.2713,35,2.7,1670727479922
7.6701,127.0236,10,4.3,1670727298810
64.284,-150.3585,19.8,1,1670726968540
60.3393,-152.0802,95.7,2.5,1670726607159
60.4878333333333,-152.668333333333,-3,-0.73,1670726403910
52.9454,174.3143,10,4.2,1670726170748
38.7783333,-122.71,1.67,0.13,1670726095460
19.1801662445068,-155.478668212891,33.3300018310547,2.22000003,1670725832600
1.5628,128.2056,23.98,4.9,1670725724271
19.1788330078125,-155.477493286133,32.0699996948242,2.26999998,1670725597900
53.1563,-162.3801,10,2.9,1670725486574
19.2623329162598,-155.405838012695,31.0699996948242,1.83000004,1670725361100
35.3295,-118.6005,2.38,1.87,1670724838060
38.8318333,-122.8176667,1.85,0.25,1670724636090
44.7935,-110.823,4.7,0.86,1670724635670
36.92,-121.4301667,6.54,1.45,1670724487010
24.6694,127.6888,10,4.5,1670724483683
34.6985,23.9544,52.931,4.4,1670723951020
34.6958,69.5438,10,4.3,1670723563867
33.9588333,-116.3521667,7.44,0.72,1670722812660
-23.5276,-68.1213,130.416,4.4,1670722328618
61.0335,-150.3541,39.8,1,1670722267312
63.549,-147.3062,4.6,1.4,1670722077655
38.7886667,-122.7645,2.55,0.05,1670721856960
35.9985,-120.5573333,1.23,1.89,1670721364540
60.281,-141.617,8.4,1.6,1670720986817
61.2225,-147.651,0,1.1,1670720601080
65.3999,-144.7687,0.6,1.1,1670720190028
33.9675,-116.682,12.3,1.13,1670720124810
63.1949,-151.2914,8,1.1,1670719696072
63.5226,-147.5254,17.9,0.9,1670719583006
60.8434,-150.7407,16.8,1.3,1670719407535
35.8683333,-117.6893333,10.65,1.42,1670718828360
66.3223,-157.1982,18.8,1.1,1670718689637
18.5502,-104.1533,10,4.1,1670718673834
18.0036666666667,-66.8366666666667,14.76,2.29,1670718587560
61.3865,-152.232833333333,3.11,-0.15,1670718522290
-3.6583,149.6949,10.256,4.5,1670718501593
44.7776667,-110.8196667,6.88,2.08,1670718008000
59.7508,-153.1459,104.8,2.1,1670717781398
38.8349991,-122.8033371,1.86,1.03,1670716673930
32.8723,141.6129,10,4.8,1670716415990
44.7935,-110.822,5.93,0.82,1670716233870
55.0108,-134.6389,13.4,2.7,1670715944533
65.4053,-144.7412,9.2,1.1,1670715095232
19.2509994506836,-155.392669677734,30.3099994659424,1.98000002,1670715092310
37.0933,28.3024,10,4.1,1670714964889
31.61398373,-104.1205304,6.774267578,2.4,1670714956605
19.4235000610352,-155.261001586914,1.80999994277954,1.8,1670714824060
62.8716,-151.0567,103.5,1.4,1670714666588
36.5633333,-121.0968333,9.84,1.35,1670714635220
60.101,-140.7009,8.3,1.2,1670714551946
61.3671,-149.6673,29.7,1.4,1670714514647
54.3884,-159.8002,32.77,2.7,1670714424869
33.2223333,-116.1955,10.7,1.32,1670714323440
54.4084,-159.8048,31.026,2.8,1670714274934
54.0613333333333,-166.050166666667,12.1,-0.32,1670713969520
37.3421,72.1979,218.043,4,1670713945473
35.23716667,-98.03716667,8.53,0.99,1670713073009
51.8618333333333,-178,3.73,0.47,1670713023990
62.3959,-149.4599,52.4,2,1670712869026
66.1315,-148.9262,14.1,2,1670712706081
38.8391685,-122.8246689,2,1.04,1670712499310
37.0043333,-121.451,7.01,1.5,1670711794750
-25.2387,178.5214,598.465,5.1,1670711427645
63.4887,-151.1728,12.5,0.6,1670711271884
19.4158325195312,-155.271331787109,0.75,1.86000001,1670711270090
49.35066666666667,-120.4915,-0.37,1.99,1670711040010
17.9568333333333,-67.081,7.88,2.09,1670710524850
51.9236,175.3105,43.161,5.2,1670710266409
51.8621,-177.9858,5.6,2,1670710022643
51.8571666666667,-177.998333333333,4.57,1.25,1670709994800
31.62202289,-104.1213858,6.131567383,2.6,1670709584883
51.8772,-177.9994,6.9,1.9,1670709561612
51.8553333333333,-177.977833333333,2.03,1.14,1670709458080
61.1649,-152.3222,7.2,1.4,1670709140216
35.96983333,-97.56066667,19.17,2.71,1670709103359
-6.4494,155.021,71.948,4.4,1670708777626
33.0053333,-116.2115,9.96,1.01,1670708603390
61.0304,-160.2338,10.9,1.5,1670708458217
33.0003333,-116.2151667,7.51,1.1,1670708414620
2.0255,98.9502,5.867,4.7,1670708400264
51.8673333333333,-178.040666666667,1.59,0.46,1670708345080
51.8391666666667,-178.041,-0.81,0.91,1670708094920
53.5291,-165.3485,46.1,2.1,1670707594703
51.6358,-178.4983,8.6,2.2,1670706786198
19.406665802002,-155.289672851562,1.76999998092651,2.26999998,1670706190920
47.656333333333336,-120.20616666666666,1.58,0.37,1670705957380
42.0675,-112.284,1,0.78,1670705386460
19.3346666666667,-155.178166666667,3.15,2.23,1670704838230
17.9545,-66.9565,10.16,2.32,1670704787250
17.965,-66.953,10.15,2.33,1670704689520
59.6276,-151.1423,49.7,1.3,1670704025804
-10.2241,118.7493,40.522,4.6,1670703677210
51.303,-174.2955,19.4,2.4,1670703673325
-54.0091,7.1498,10,4.6,1670703568104
52.1412,-174.008,70.1,2.1,1670703262148
64.9913,-147.3964,0,0.8,1670703090988
38.827,-122.7886667,1.09,0.5,1670702395850
63.8212,-149.2827,118.1,1.6,1670702294966
-20.071,-175.2809,114.675,4.9,1670701965432
19.2408332824707,-155.403167724609,30.8199996948242,2.11999989,1670701731830
54.6663,-161.4633,13.2,2,1670701568621
19.4185009002686,-155.265838623047,0.419999986886978,1.90999997,1670701082270
38.8296661,-122.8030014,1.91,1.04,1670701045340
60.5572,-151.3852,56.8,2.4,1670700887195
36.6963,-116.0859,0.3,-0.2,1670700061170
19.1458339691162,-155.363662719727,30.7099990844727,2.07,1670700059770
61.4285,-151.908833333333,17.38,0.57,1670699744680
62.4587,-150.1028,62,2.6,1670699494813
62.6323,-152.2938,9.2,1.2,1670698993475
33.4426667,-116.6386667,5.33,0.6,1670698706440
51.861,-177.9025,6.49,0.86,1670698063610
51.8615,-177.907333333333,6.65,1.15,1670698050970
51.8605,-177.899666666667,6.12,0.96,1670697982060
51.861,-177.903833333333,6.58,0.95,1670697915020
51.8611666666667,-177.9035,6.69,0.75,1670697876240
19.2373332977295,-155.402328491211,31.0900001525879,2.13,1670697710940
-10.088,107.5876,35.006,4.5,1670697445398
64.4192,-148.0373,19.4,0.9,1670697316651
61.2851666666667,-152.346166666667,1.69,-0.47,1670696838330
38.8328323,-122.8203354,1.96,1.06,1670696685940
38.7998333,-122.7355,1.12,0.38,1670696110790
60.43,-152.7553,12,1.2,1670695885717
38.8120003,-122.7444992,1.04,1.11,1670695848270
60.8394,-152.3818,105.5,1.7,1670695610838
61.1815,-152.201,4.93,0.43,1670695347250
35.9331667,-117.7423333,3.94,0.99,1670694891030
59.7364,-153.009,95.3,1.6,1670694744619
39.4602,-120.3109,10.2,0.6,1670694650018
33.524,-116.7401667,3.95,0.74,1670694259950
61.4231,-146.6772,38.1,1.2,1670693921428
19.2108325958252,-155.376663208008,33.189998626709,2.65,1670693089530
38.8438339,-122.8363342,1.67,1.13,1670692966290
37.1393333,-121.5181667,11.45,0.88,1670692763160
36.7592,-115.9996,3.1,0.1,1670692692211
62.2642,-152.2168,15.2,1.1,1670692692101
63.5479,-147.1908,18.5,0.9,1670692627100
35.3986667,-118.6555,7.38,1.13,1670692303050
19.3876666666667,-155.278166666667,1.51,2.19,1670692192810
38.8306656,-122.8048325,1.02,1.19,1670692185820
36.2943333,-118.3598333,3.67,1.22,1670692059200
59.6682,-153.3643,109.7,1.7,1670691861136
58.4278333333333,-154.986833333333,6.55,0.11,1670690860690
38.8356667,-122.7896667,1.81,0.72,1670690292830
19.4018325805664,-155.268005371094,12.6300001144409,1.76999998,1670690139400
34.3338333,-117.021,7.24,1.22,1670690103440
44.8088333,-110.8113333,5.56,0.67,1670689750240
61.7577,-149.593,40.2,1.2,1670689141058
19.5863333333333,-155.550666666667,-2.06,1.84,1670689109810
31.62072795,-104.5326923,6.671435547,2.7,1670688840176
36.35266667,-97.36016667,6.31,1.68,1670688679589
52.0961,-174.0497,75.983,3.4,1670688386236
60.7446,-147.3646,15.4,1.4,1670688305988
36.0158333,-121.008,9.75,0.8,1670688302630
38.7535,-122.6981667,1.29,0.63,1670688001160
61.255,-146.4423,9.2,1.4,1670687949117
61.3347,-147.3025,10,1.1,1670687806614
38.8221664,-122.8016663,2.96,1.08,1670687614220
-3.0848,137.8113,56.031,4.8,1670687274145
51.3209,-177.0617,23.9,1.9,1670687208670
37.2871667,-121.659,6.58,1.29,1670686845420
64.998,-148.1623,14.3,1.6,1670686303149
61.447,-150.8119,55.5,1.4,1670686245185
59.9032,-152.8482,93,1.7,1670686024562
59.8188,-152.9232,102.8,1.9,1670685883524
18.3075,-64.2243333333333,2.78,3.4,1670685699430
36.5288333,-121.107,1.19,1.24,1670685666530
58.247,-155.1475,1.75,-0.18,1670685629940
33.8676667,-116.85,16.64,0.65,1670685617250
63.0085,-150.2164,82.8,1.2,1670685448483
54.153,-165.971166666667,3.45,-0.27,1670685252900
33.8798333,-116.8566667,15.76,2.06,1670685027700
51.0711,-177.9217,52,2.3,1670684933491
61.5918,-141.1047,4.7,1.1,1670684658994
64.4771,-152.4333,20,2,1670684364776
56.6664,-135.8887,14.7,1.8,1670684295177
-24.2436,-179.7887,548.003,4.2,1670683733250
63.2819,-145.435,6.8,0.7,1670683444948
60.5291666666667,-152.863833333333,28.45,0,1670683428830
48.7097,-125.4981,31.402,2.4,1670683383674
60.4255,-152.779,11.7,-0.73,1670682975260
63.0998,-151.4771,7.8,1.1,1670682863644
19.5711666666667,-66.339,35.19,3.43,1670682392560
36.7795,-116.0972,6.4,0.1,1670682241374
65.0054,-146.8859,1.7,0.7,1670681987463
17.9986666666667,-66.8308333333333,14.71,2.05,1670681864000
60.6792,-150.3277,44,1.3,1670681676852
64.2192,-146.7381,16.3,0.8,1670681454653
31.69059085,-104.3651636,6.491479492,2.3,1670681371309
64.1869,-146.8044,13.5,1.6,1670681265205
52.1291,-173.632,194.6,3,1670681110948
50.7238,-173.0592,39.961,3.3,1670681110388
19.5205,-155.936333333333,26.94,2.83,1670680354030
64.4761,-147.2924,8.1,0.8,1670680299095
19.5211666666667,-155.942,26.8,2.2,1670680276890
58.2533,-155.9126,4.8,1.1,1670680237905
37.8416,101.2249,10,4.9,1670680060336
61.0068,-150.8535,19.9,1.1,1670679902302
38.7546667,-122.7173333,2.18,0.66,1670679882380
52.6845,-168.1878,25.3,2.2,1670679516112
59.7079,-152.0486,67.7,1.4,1670678986416
60.1684,-151.2966,53.8,1.4,1670678945543
61.4184,-152.3376,2.6,0.8,1670678432111
61.1648,-140.0414,10,1,1670678290025
63.3784,-145.854,7.3,0.8,1670677917262
60.7234,-152.6132,111.1,1.7,1670677813966
32.8405,-116.046,8.46,1.41,1670677715150
-17.9973,-178.4227,585.149,4.2,1670677609577
63.491,-151.2039,5.1,1,1670677249868
37.4738333,-118.6076667,12.25,2.32,1670677012930
34.5503333,-118.2086667,12.29,1,1670676959870
17.0167,145.7927,177.599,4.1,1670676904488
64.4134,-165.3746,7.4,2.4,1670676891342
62.1623,-148.429,19.8,2.5,1670676385263
19.1124992370605,-155.428497314453,30.1499996185303,2.22000003,1670675930580
58.179,-155.316666666667,1.08,-0.06,1670675815760
59.2241,-153.0788,74.1,2.4,1670675192162
19.1808338165283,-155.490829467773,32.2099990844727,2.25,1670675188290
58.1703333333333,-155.337666666667,-0.04,0.06,1670674866930
63.0917,-144.5461,0.9,1.1,1670674437150
35.508,-118.3968333,5.02,1.03,1670674407990
15.0111,145.5356,158.84,4.6,1670674357968
19.1884994506836,-155.440826416016,33.2900009155273,2.5999999,1670674244290
41.508,-112.1738333,4.95,1.26,1670673951580
38.7965,-122.7741667,3.55,0.76,1670673902300
60.1702,-151.936,71.7,1.6,1670673851661
-56.3361,-26.866,77.25,5,1670673707485
33.8285,-116.151,3.03,1.42,1670673705520
-56.0653,-26.0602,10,4.4,1670673664945
56.6754,-155.2906,19.7,1.9,1670673535377
17.9513333333333,-66.9518333333333,11.75,2.42,1670673463630
51.687,-176.3637,69.6,2.5,1670673388579
-10.7295,113.4056,10,4.8,1670673195960
19.1656665802002,-155.473495483398,35.7700004577637,2.42,1670673192700
51.3477,-177.6287,12.1,2.1,1670673192060
39.6334,-116.9386,1,2,1670673079052
19.379,-65.9236666666667,10.29,3.33,1670672211100
57.4107,-155.9388,11.8,1.4,1670672129720
63.2898,-150.4438,127.1,1.8,1670671960612
37.4511667,-119.2748333,16.64,1.75,1670671587000
19.0635,145.2181,268.866,3.9,1670671538324
-7.9239,104.1952,10,4.3,1670671348116
61.3435,-146.7076,23.4,1,1670671260520
62.2527,-149.9738,17.2,1,1670671042645
59.3628,-152.4524,60.2,2.4,1670670857705
58.234,-155.095666666667,1.79,-0.45,1670670125310
63.51,-150.7319,4,1.1,1670669547952
38.7885017,-122.7685013,2.4,0.91,1670669387260
17.8315,-66.8781666666667,13.62,2.57,1670669077380
